donor_category	donor_id	donor_name	source_url	country_code	project_name	is_loan	amount_m	currency	amount_m_usd	objectives	main_components	start_date	start_ut	end_date	end_ut	duration	duration_unit	duration_unit_ticks	implementing_agency	executing_agency	Project Name	Loan / Grant	Amount (USD)	Objective/s	Main Component/s	Commencement Date	Duration	Implementing Agency	Executing Agency
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Bunkering Facility & Tank Farm Project	True	65.0	USD	65.0	The project objective is to supply & store marine fuel, aviation fuel & L.P gas & provide bunkering services for the vessels passing by Sri Lanka.	Constuction of a bulk storage tank farm with a capacity of 82,000 cubic meters with mixing facilities of fuel oil; Connection of pipe lines from tank farm to the oil terminal; Loading & unloading facilities & other service connections.	2009-06-08	1244419200						Sri Lanka Ports Authority	Ministry of Ports & Shipping	Bunkering Facility & Tank Farm Project	Loan	USD 65 Mn	The project objective is to supply & store marine fuel, aviation fuel & L.P gas & provide bunkering services for the vessels passing by Sri Lanka.	Constuction of a bulk storage tank farm with a capacity of 82,000 cubic meters with mixing facilities of fuel oil; Connection of pipe lines from tank farm to the oil terminal; Loading & unloading facilities & other service connections.	2009-06-08		Sri Lanka Ports Authority	Ministry of Ports & Shipping
bilateral	27	Export – Import Bank of the United States	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=27&today=2022-03-14&Itemid=321&lang=en	US	Implementation of Badulla, Haliela and Ella Integrated Water Supply Project	True	64.892724	USD	64.892724			2013-07-01	1372636800						National Water Supply and Drainage Board	Ministry of City Planning and Water Supply	Implementation of Badulla, Haliela and Ella Integrated Water Supply Project	Loan	USD 64,892,724			2013-07-01		National Water Supply and Drainage Board	Ministry of City Planning and Water Supply
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Landslide Disaster Protection Project of the National Road Network (SL - P109)	True	7619.0	JPY	64.7615	Prevention & mitigation of the Landslide disasters for the improvement of road safety and reliability.	Implementation of Countermeasures for high priority areas of national roads for disaster management in 10 districts in Sri Lanka.; Establishment of Early warning system.	2013-03-14	1363219200						Road Development Authority	Ministry of Higher Education & Highways	Landslide Disaster Protection Project of the National Road Network (SL - P109)	Loan	JPY 7,619 Mn	Prevention & mitigation of the Landslide disasters for the improvement of road safety and reliability.	Implementation of Countermeasures for high priority areas of national roads for disaster management in 10 districts in Sri Lanka.; Establishment of Early warning system.	2013-03-14		Road Development Authority	Ministry of Higher Education & Highways
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Education for Knowledge Society Project	True	63.8	USD	63.8			2007-12-18	1197936000						MOE, the Provincial Departments of Education, Zonal Education Offices, NIE, CELD, NETS, SLIATE Directorate-General and SLIATE Centers (Institutes), and Peradeniya National College of Education.	Ministry of Education	Education for Knowledge Society Project	Loan	USd 63.8 Mn			2007-12-18		MOE, the Provincial Departments of Education, Zonal Education Offices, NIE, CELD, NETS, SLIATE Directorate-General and SLIATE Centers (Institutes), and Peradeniya National College of Education.	Ministry of Education
multilateral	8	OPEC Fund for International Development (OFID)	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=8&today=2022-03-14&Itemid=322&lang=en		Technical education Development Programme	True	60.7	USD	60.7			2018-11-09	1541721600						Ministry of Education	Ministry of Education	Technical education Development Programme	Loan	USD 60.7 Mn			2018-11-09		Ministry of Education	Ministry of Education
bilateral	10	EXIM Bank of India	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=10&today=2022-03-14&Itemid=321&lang=en	IN	Greater Dambulla Water Supply Project	True	60.69	USD	60.69	Dambulla; Galewela; Sigiriya; Habarana; Palugaswewa; Naula; Palagolla; Kekirawa.	70 km transmission line; 225 km distribution line; water intake and pumping station; water treatment plant; reservoirs	2012-01-17	1326758400						Ministry of City Planning and Water Supply	National Water Supply and Drainage Board	Greater Dambulla Water Supply Project	Loan	USD 60.69 Mn	Dambulla; Galewela; Sigiriya; Habarana; Palugaswewa; Naula; Palagolla; Kekirawa.	70 km transmission line; 225 km distribution line; water intake and pumping station; water treatment plant; reservoirs	2012-01-17		Ministry of City Planning and Water Supply	National Water Supply and Drainage Board
bilateral	9	Saudi Fund for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=9&today=2022-03-14&Itemid=321&lang=en	SA	Rehabilitation of A05 Road Corridor from Badulla to Chenkaladi	True	60.0	USD	60.0	Rehabilitation and Improvement of Badulla Chenkaladi Road which is a key road corridor between Badulla in Uva Province and Chenkaladi located in the Eastern Province, Section from Bibile to Chenkaladi.	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2015-10-30	1446163200			5.0	year	157788000.0	Ministry of Higher Education and Highways	Road Development Authority	Rehabilitation of A05 Road Corridor from Badulla to Chenkaladi	Loan	USD 60 Mn	Rehabilitation and Improvement of Badulla Chenkaladi Road which is a key road corridor between Badulla in Uva Province and Chenkaladi located in the Eastern Province, Section from Bibile to Chenkaladi.	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2015-10-30	5 Years	Ministry of Higher Education and Highways	Road Development Authority
bilateral	9	Saudi Fund for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=9&today=2022-03-14&Itemid=321&lang=en	SA	Road Network Development Project	True	60.0	USD	60.0	Katugastota - Naula Section of A9 Road; Dehiowita - Deraniyagala Road; Peliyagoda - Kiribathgoda Section of Kandy Road; Thambalagamuwa - Surangal Junction Section of Thampalakamam Kinniya Road	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2012-10-30	1351555200						Ministry of Higher Education and Highways	Road Development Authority	Road Network Development Project	Loan	USD 60 Mn	Katugastota - Naula Section of A9 Road; Dehiowita - Deraniyagala Road; Peliyagoda - Kiribathgoda Section of Kandy Road; Thambalagamuwa - Surangal Junction Section of Thampalakamam Kinniya Road	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2012-10-30		Ministry of Higher Education and Highways	Road Development Authority
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Local Government Enhancement Sector Project - Additional Financing	True	60.0	USD	60.0	Strengthen the financial and technical capacity of local authorities in less developed areas of seven provinces of Sri Lanka.	Water supply system in CKD-affected areas improved.; Local infrastructure and basic service delivery improved.; Local government policy reform advanced and capacity.	2016-11-02	1478044800			4.0	year	126230400.0	Ministry of Provincial Councils and Local Government	Ministry of Provincial Councils and Local Government	Local Government Enhancement Sector Project - Additional Financing	Loan	USD 60 Mn	Strengthen the financial and technical capacity of local authorities in less developed areas of seven provinces of Sri Lanka.	Water supply system in CKD-affected areas improved.; Local infrastructure and basic service delivery improved.; Local government policy reform advanced and capacity.	2016-11-02	4 Years	Ministry of Provincial Councils and Local Government	Ministry of Provincial Councils and Local Government
multilateral	8	OPEC Fund for International Development (OFID)	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=8&today=2022-03-14&Itemid=322&lang=en		Rehabilitation of A05 Road Corridor from Badulla to Chenkaladi	True	60.0	USD	60.0	Rehabilitation and Improvement of Badulla Chenkaladi Road which is a key road corridor between Badulla in Uva Province and Chenkaladi located in the Eastern Province, Section from Badulla to Bibile.	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2015-06-26	1435276800			6.0	year	189345600.0	Ministry of Higher Education and Highways	Road Development Authority	Rehabilitation of A05 Road Corridor from Badulla to Chenkaladi	Loan	USD 60 Mn	Rehabilitation and Improvement of Badulla Chenkaladi Road which is a key road corridor between Badulla in Uva Province and Chenkaladi located in the Eastern Province, Section from Badulla to Bibile.	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2015-06-26	6 Years	Ministry of Higher Education and Highways	Road Development Authority
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Deduru Oya Water Supply Project	True	58.155	USD	58.155	Provide safe drinking water to the residents in Mahawa and Polpithigama areas in Kurunegala District; Decreasing the incidence of water born deceases in the project area; Increasing the living conditions of the community; Promoting economic prosperity as preserving the environment through provision of safe drinking water	Providing adequate pipe born water supply to people in 97 Grama Niladari Divisions; Establishment of water treatment plant at Pothuwewa, construction of three eleveated water towers etc.	2014-10-30	1414627200						Water Supply and Drainage Board	Ministry of City Planning and Water Supply	Deduru Oya Water Supply Project	Loan	EDCF Portion - USD 58.155 Mn, GOSL Portion - USD Mn	Provide safe drinking water to the residents in Mahawa and Polpithigama areas in Kurunegala District; Decreasing the incidence of water born deceases in the project area; Increasing the living conditions of the community; Promoting economic prosperity as preserving the environment through provision of safe drinking water	Providing adequate pipe born water supply to people in 97 Grama Niladari Divisions; Establishment of water treatment plant at Pothuwewa, construction of three eleveated water towers etc.	2014-10-30		Water Supply and Drainage Board	Ministry of City Planning and Water Supply
